District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer
Agra,Black,95,55,110,7,1400,30,Sugarcane,MOP
Agra,Black,100,55,110,7,1400,30,Sugarcane,MOP
Agra,Black,75,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,80,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,85,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,90,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,95,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,100,60,115,7.5,1500,35,Sugarcane,MOP
Agra,Black,20,25,25,6.5,600,25,Jowar,10:26:26 NPK
Agra,Black,25,25,25,6.5,600,25,Jowar,10:26:26 NPK
Agra,Black,30,25,25,6.5,600,25,Jowar,10:26:26 NPK
Agra,Black,35,25,25,6.5,600,25,Jowar,10:26:26 NPK
Agra,Black,40,25,25,6.5,600,25,Jowar,10:26:26 NPK
Agra,Black,20,30,30,7,700,30,Jowar,10:26:26 NPK
Agra,Black,25,30,30,7,700,30,Jowar,10:26:26 NPK
Agra,Black,30,30,30,7,700,30,Jowar,10:26:26 NPK
Agra,Black,35,30,30,7,700,30,Jowar,10:26:26 NPK
Agra,Black,40,30,30,7,700,30,Jowar,10:26:26 NPK
Agra,Black,20,35,35,7.5,800,25,Jowar,10:26:26 NPK
Agra,Black,25,35,35,7.5,800,25,Jowar,10:26:26 NPK
Agra,Black,30,35,35,7.5,800,25,Jowar,10:26:26 NPK
Agra,Black,35,35,35,7.5,800,25,Jowar,10:26:26 NPK
Agra,Black,40,35,35,7.5,800,25,Jowar,10:26:26 NPK
Agra,Black,20,25,40,6.5,600,30,Jowar,10:26:26 NPK
Agra,Black,25,25,40,6.5,600,30,Jowar,10:26:26 NPK
Agra,Black,30,25,40,6.5,600,30,Jowar,10:26:26 NPK
Agra,Black,35,25,40,6.5,600,30,Jowar,10:26:26 NPK
Agra,Black,40,25,40,6.5,600,30,Jowar,10:26:26 NPK
Agra,Black,20,30,25,7,700,25,Jowar,Urea
Agra,Black,25,30,25,7,700,25,Jowar,Urea
Agra,Black,30,30,25,7,700,25,Jowar,Urea
Agra,Black,35,30,25,7,700,25,Jowar,Urea
Agra,Black,40,30,25,7,700,25,Jowar,Urea
Agra,Black,20,35,30,7.5,800,30,Jowar,Urea
Agra,Black,25,35,30,7.5,800,30,Jowar,Urea
Agra,Black,30,35,30,7.5,800,30,Jowar,Urea
Agra,Black,35,35,30,7.5,800,30,Jowar,Urea
Agra,Black,40,35,30,7.5,800,30,Jowar,Urea
Agra,Black,20,25,35,6.5,600,25,Jowar,Urea
Agra,Black,25,25,35,6.5,600,25,Jowar,Urea
Agra,Black,30,25,35,6.5,600,25,Jowar,Urea
Agra,Black,35,25,35,6.5,600,25,Jowar,Urea
Agra,Black,40,25,35,6.5,600,25,Jowar,Urea
Agra,Black,20,30,40,7,700,30,Jowar,Urea
Agra,Black,25,30,40,7,700,30,Jowar,Urea
Agra,Black,30,30,40,7,700,30,Jowar,Urea
Agra,Black,35,30,40,7,700,30,Jowar,Urea
Agra,Black,40,30,40,7,700,30,Jowar,Urea
Agra,Black,20,35,25,7.5,800,25,Jowar,SSP
Agra,Black,25,35,25,7.5,800,25,Jowar,SSP
Agra,Black,30,35,25,7.5,800,25,Jowar,SSP
Agra,Black,35,35,25,7.5,800,25,Jowar,SSP
Allahabad,Black,40,35,25,7.5,800,25,Jowar,SSP
Allahabad,Black,20,25,30,6.5,600,30,Jowar,SSP
Allahabad,Black,25,25,30,6.5,600,30,Jowar,SSP
Allahabad,Black,30,25,30,6.5,600,30,Jowar,SSP
Allahabad,Black,35,25,30,6.5,600,30,Jowar,SSP
Allahabad,Black,40,25,30,6.5,600,30,Jowar,SSP
Allahabad,Black,20,30,35,7,700,25,Jowar,SSP
Allahabad,Black,25,30,35,7,700,25,Jowar,SSP
Allahabad,Black,30,30,35,7,700,25,Jowar,SSP
Allahabad,Black,35,30,35,7,700,25,Jowar,SSP
Allahabad,Black,40,30,35,7,700,25,Jowar,SSP
Allahabad,Black,20,35,40,7.5,800,30,Jowar,SSP
Allahabad,Black,25,35,40,7.5,800,30,Jowar,SSP
Allahabad,Black,30,35,40,7.5,800,30,Jowar,SSP
Allahabad,Black,35,35,40,7.5,800,30,Jowar,SSP
Allahabad,Black,40,35,40,7.5,800,30,Jowar,SSP
Allahabad,Black,40,20,20,6,600,25,Jowar,10:26:26 NPK
Allahabad,Black,45,20,20,6,600,25,Jowar,10:26:26 NPK
Allahabad,Black,50,20,20,6,600,25,Jowar,10:26:26 NPK
Allahabad,Black,40,25,25,6.5,700,30,Jowar,10:26:26 NPK
Allahabad,Black,45,25,25,6.5,700,30,Jowar,10:26:26 NPK
Allahabad,Black,50,25,25,6.5,700,30,Jowar,10:26:26 NPK
Allahabad,Black,40,20,25,7,800,25,Jowar,10:26:26 NPK
Allahabad,Black,45,20,25,7,800,25,Jowar,10:26:26 NPK
Allahabad,Black,50,20,25,7,800,25,Jowar,10:26:26 NPK
Allahabad,Black,40,25,20,7.5,600,30,Jowar,10:26:26 NPK
Allahabad,Black,45,25,20,7.5,600,30,Jowar,10:26:26 NPK
Allahabad,Black,50,25,20,7.5,600,30,Jowar,10:26:26 NPK
Allahabad,Red ,100,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,105,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,110,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,115,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,120,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,125,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,130,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,135,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,140,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,145,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,150,40,50,6,800,25,Cotton,DAP
Allahabad,Red ,100,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,105,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,110,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,115,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,120,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,125,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,130,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,135,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,140,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,145,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,150,45,55,6.5,900,30,Cotton,DAP
Allahabad,Red ,100,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,105,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,110,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,115,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,120,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,125,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,130,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,135,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,140,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,145,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,150,50,60,7,1000,35,Cotton,DAP
Allahabad,Red ,100,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,105,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,110,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,115,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,120,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,125,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,130,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,135,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,140,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,145,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,150,55,65,7.5,800,25,Cotton,DAP
Allahabad,Red ,100,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,105,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,110,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,115,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,120,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,125,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,130,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,135,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,140,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,145,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,150,60,70,6,900,30,Cotton,DAP
Allahabad,Red ,100,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,105,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,110,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,115,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,120,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,125,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,130,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,135,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,140,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,145,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,150,40,75,6.5,1000,35,Cotton,DAP
Allahabad,Red ,100,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,105,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,110,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,115,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,120,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,125,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,130,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,135,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,140,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,145,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,150,45,50,6,800,25,Cotton,Magnesium Sulphate
Allahabad,Red ,100,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,105,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,110,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,115,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,120,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,125,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,130,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,135,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,140,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Allahabad,Red ,145,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,150,50,55,6.5,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,100,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,105,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,110,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,115,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,120,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,125,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,130,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,135,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,140,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,145,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,150,55,60,7,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,100,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,105,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,110,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,115,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,120,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,125,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,130,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,135,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,140,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,145,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,150,60,65,7.5,800,25,Cotton,Magnesium Sulphate
Aligarh,Red ,100,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,105,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,110,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,115,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,120,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,125,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,130,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,135,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,140,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,145,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,150,40,70,6,900,30,Cotton,Magnesium Sulphate
Aligarh,Red ,100,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,105,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,110,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,115,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,120,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,125,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,130,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,135,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,140,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,145,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,150,45,75,6.5,1000,35,Cotton,Magnesium Sulphate
Aligarh,Red ,100,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,105,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,110,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,115,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,120,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,125,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,130,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,135,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,140,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,145,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,150,50,50,7,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,100,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,105,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,110,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,115,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,120,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,125,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,130,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,135,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,140,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,145,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,150,55,55,7.5,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,100,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,105,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,110,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,115,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,120,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,125,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,130,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,135,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,140,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,145,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,150,60,60,6,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,100,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,105,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,110,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,115,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,120,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,125,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,130,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,135,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,140,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,145,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,150,40,65,6.5,800,25,Cotton,13:32:26 NPK
Aligarh,Red ,100,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,105,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,110,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,115,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,120,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,125,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,130,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,135,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,140,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,145,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,150,45,70,7,900,30,Cotton,13:32:26 NPK
Aligarh,Red ,100,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,105,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,110,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,115,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,120,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,125,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,130,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,135,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,140,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,145,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,150,50,75,7.5,1000,35,Cotton,13:32:26 NPK
Aligarh,Red ,100,55,50,6,800,25,Cotton,DAP
Aligarh,Red ,105,55,50,6,800,25,Cotton,DAP
Aligarh,Red ,110,55,50,6,800,25,Cotton,DAP
Aligarh,Red ,115,55,50,6,800,25,Cotton,DAP
Aligarh,Red ,120,55,50,6,800,25,Cotton,DAP
Aligarh,Red ,125,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,130,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,135,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,140,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,145,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,150,55,50,6,800,25,Cotton,DAP
Azamgarh,Red ,100,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,105,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,110,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,115,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,120,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,125,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,130,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,135,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,140,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,145,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,150,60,55,6.5,900,30,Cotton,DAP
Azamgarh,Red ,100,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,105,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,110,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,115,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,120,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,125,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,130,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,135,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,140,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,145,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,150,40,60,7,1000,35,Cotton,DAP
Azamgarh,Red ,100,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,105,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,110,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,115,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,120,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,125,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,130,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,135,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,140,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,145,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,150,45,65,7.5,800,25,Cotton,DAP
Azamgarh,Red ,100,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,105,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,110,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,115,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,120,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,125,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,130,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,135,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,140,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,145,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,150,50,70,6,900,30,Cotton,DAP
Azamgarh,Red ,100,55,75,6.5,1000,35,Cotton,DAP
Azamgarh,Red ,105,55,75,6.5,1000,35,Cotton,DAP
Azamgarh,Red ,110,55,75,6.5,1000,35,Cotton,DAP
